platform,name,zscore_combined,openssf_badge_tiered_percentage,lio_timestamp,lio_url,lio_rc,lio_rank,lio_dependents_count,lio_dependent_repos_count,lio_repo_url,lio_repo_url_rc,cii_timestamp,cii_url,cii_rc,cii_created_at,cii_updated_at,cii_tiered_percentage,scorecard_v480_timestamp,scorecard_v480_score,criticality_timestamp,criticality_score,criticality_dependents_count
maven,io.springfox:springfox-spi,0.312501277,Not Participating,2022-10-25T07:17:37.508150,https://libraries.io/api/maven/io.springfox:springfox-spi,200,19,34,53,https://github.com/springfox/springfox,200,2022-10-24T20:37:28.476140,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/springfox/springfox,200,,,,2022-10-24T20:37:46.408712,6.1,2022-10-24T20:37:51.684997,0.52899,1003
maven,io.springfox:springfox-swagger-common,0.311821939,Not Participating,2022-10-25T07:17:37.723186,https://libraries.io/api/maven/io.springfox:springfox-swagger-common,200,17,15,36,https://github.com/springfox/springfox,200,2022-10-24T20:37:28.476140,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/springfox/springfox,200,,,,2022-10-24T20:37:46.408712,6.1,2022-10-24T20:37:51.684997,0.52899,1003
maven,org.junit.platform:junit-platform-engine,0.308968719,Not Participating,2022-10-24T20:10:48.621333,https://libraries.io/api/maven/org.junit.platform:junit-platform-engine,200,23,498,151,https://github.com/junit-team/junit5,200,2022-10-24T20:01:27.925001,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/junit-team/junit5,200,,,,2022-10-24T20:01:43.895367,6.5,2022-10-24T20:01:51.400388,0.7323,15805
maven,io.springfox:springfox-spring-web,0.305232359,Not Participating,2022-10-25T07:17:37.925019,https://libraries.io/api/maven/io.springfox:springfox-spring-web,200,19,39,122,https://github.com/springfox/springfox,200,2022-10-24T20:37:28.476140,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/springfox/springfox,200,,,,2022-10-24T20:37:46.408712,6.1,2022-10-24T20:37:51.684997,0.52899,1003
maven,net.minidev:json-smart,0.301629351,Not Participating,2022-10-24T21:06:01.470312,https://libraries.io/api/maven/net.minidev:json-smart,200,18,251,1198,https://github.com/netplex/json-smart-v2,200,2022-10-24T21:06:02.184197,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/netplex/json-smart-v2,200,,,,2022-10-24T21:06:16.237787,6.0,2022-10-24T21:06:19.683520,0.43233,176
go,github.com/rs/zerolog,0.299245144,Not Participating,2022-10-25T07:17:38.157839,https://libraries.io/api/go/github.com%2Frs%2Fzerolog,200,25,3651,336,https://github.com/RS/zerolog,200,2022-10-25T07:17:38.892792,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/RS/zerolog,200,,,,2022-10-25T10:15:53.032365,5.5,2022-10-25T07:17:47.387642,0.62106,2930
maven,io.springfox:springfox-core,0.287977169,Not Participating,2022-10-25T07:17:47.605149,https://libraries.io/api/maven/io.springfox:springfox-core,200,19,41,77,https://github.com/springfox/springfox,200,2022-10-24T20:37:28.476140,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/springfox/springfox,200,,,,2022-10-24T20:37:46.408712,6.1,2022-10-24T20:37:51.684997,0.52899,1003
rubygems,simplecov,0.283883779,Not Participating,2022-10-25T07:17:47.842217,https://libraries.io/api/rubygems/simplecov,200,26,12923,66491,https://github.com/simplecov-ruby/simplecov,200,2022-10-25T07:17:48.508512,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/simplecov-ruby/simplecov,200,,,,2022-10-25T10:16:13.339084,3.5,2022-10-25T07:18:07.492235,0.53679,1860
cargo,quickcheck,0.27636311,Not Participating,2022-10-25T07:18:07.713096,https://libraries.io/api/cargo/quickcheck,200,22,724,384,https://github.com/BurntSushi/quickcheck,200,2022-10-25T07:18:08.499456,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/BurntSushi/quickcheck,200,,,,2022-10-25T10:16:36.247661,3.9,2022-10-25T07:18:17.067917,0.43815,258
go,gopkg.in/yaml.v2,0.274656721,Not Participating,2022-10-24T19:54:31.919956,https://libraries.io/api/go/gopkg.in%2Fyaml.v2,200,27,30336,23825,https://github.com/go-yaml/yaml,200,2022-10-24T19:54:32.700690,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/go-yaml/yaml,200,,,,2022-10-24T19:54:47.891923,3.9,2022-10-24T19:54:55.502048,0.52589,2828
go,golang.org/x/lint,0.273846935,Not Participating,2022-10-25T07:18:17.262828,https://libraries.io/api/go/golang.org%2Fx%2Flint,200,19,4407,0,https://github.com/golang/lint,200,2022-10-25T07:18:17.980878,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/golang/lint,200,,,,2022-10-25T10:16:52.378802,5.6,2022-10-25T07:18:24.330903,0.41592,2913
pypi,six,0.273139786,Not Participating,2022-10-24T19:39:33.218292,https://libraries.io/api/pypi/six,200,26,12543,122010,https://github.com/benjaminp/six,200,2022-10-24T19:39:33.871969,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/benjaminp/six,200,,,,2022-10-24T19:39:49.877782,4.9,2022-10-24T19:39:55.709907,0.49792,2317
